timestamp,snow,rain,maxwspd,precip,debris
datetime,int,int,float,float,int
T,,,,,
2014-12-29,0,0,24,0.00,10
2014-12-30,0,0,26,0.00,8
2014-12-31,0,0,39,0.00,1
2015-01-01,0,0,39,0.00,11
2015-01-02,0,0,16,0.00,10
2015-01-03,1,1,19,13.97,7
2015-01-04,1,1,39,2.54,8
2015-01-05,1,0,27,2.79,2
2015-01-06,1,0,40,0.0,4
2015-01-07,0,0,42,0.00,4
2015-01-08,1,0,47,1.27,3
2015-01-09,1,0,48,0.0,6
2015-01-10,0,0,39,0.00,8
2015-01-11,1,0,26,3.05,6
2015-01-12,1,0,39,0.76,9
2015-01-13,1,0,32,0.0,6
2015-01-14,0,0,23,0.00,6
2015-01-15,0,0,34,0.00,2
2015-01-16,0,0,23,0.00,7
2015-01-17,0,0,40,0.00,14
2015-01-18,0,0,34,0.00,11
2015-01-19,1,1,19,0.0,10
2015-01-20,0,0,23,0.25,9
2015-01-21,1,0,23,0.0,8
2015-01-22,0,0,24,0.00,4
2015-01-23,0,0,27,0.00,9
2015-01-24,0,0,27,0.00,5
2015-01-25,1,1,42,1.52,7
2015-01-26,1,0,26,1.02,6
2015-01-27,1,0,23,0.0,10
2015-01-28,0,1,34,0.76,4
2015-01-29,1,0,39,0.0,1
2015-01-30,1,0,37,0.0,1
2015-01-31,1,1,27,3.30,1
2015-02-01,1,0,48,3.05,1
2015-02-02,1,0,40,0.0,1
2015-02-03,1,0,24,1.27,1
2015-02-04,1,0,29,0.0,1
2015-02-05,0,0,29,0.00,1
2015-02-06,0,0,24,0.00,3
2015-02-07,0,0,24,0.00,4
2015-02-08,0,1,35,0.0,6
2015-02-09,1,0,37,0.0,4
2015-02-10,1,0,29,0.0,2
2015-02-11,1,0,39,0.0,2
2015-02-12,1,0,45,0.0,2
2015-02-13,1,0,32,0.0,5
2015-02-14,1,0,60,0.0,10
2015-02-15,1,0,29,0.0,6
2015-02-16,0,0,16,0.00,2
2015-02-17,1,0,34,0.0,3
2015-02-18,1,0,39,0.0,2
2015-02-19,0,0,34,0.00,2
2015-02-20,1,0,35,0.0,4
2015-02-21,0,0,19,0.00,8
2015-02-22,0,0,32,0.00,4
2015-02-23,0,0,29,0.00,2
2015-02-24,1,0,42,0.0,1
2015-02-25,1,0,26,1.52,1
2015-02-26,1,0,37,0.25,1
2015-02-27,0,0,23,0.00,1
2015-02-28,1,0,23,0.0,9
2015-03-01,1,0,27,0.25,7
2015-03-02,0,0,23,0.00,5
2015-03-03,1,1,37,2.54,4
2015-03-04,0,0,35,0.00,4
2015-03-05,0,0,26,0.00,3
2015-03-06,0,0,39,0.00,11
2015-03-07,0,0,34,0.00,16
2015-03-08,1,0,24,0.0,15
2015-03-09,0,0,23,0.00,26
2015-03-10,0,0,21,0.00,21
2015-03-11,0,0,26,0.00,15
2015-03-12,0,0,32,0.00,9
2015-03-13,0,0,21,0.00,52
2015-03-14,0,0,37,0.00,44
2015-03-15,0,0,35,0.00,37
2015-03-16,0,0,47,0.00,34
2015-03-17,0,0,52,0.00,21
2015-03-18,0,0,24,0.00,16
2015-03-19,0,0,29,0.00,13
2015-03-20,0,0,26,0.00,21
2015-03-21,0,0,32,0.00,20
2015-03-22,1,0,29,0.0,13
2015-03-23,1,0,32,3.81,26
2015-03-24,0,1,29,1.02,20
2015-03-25,0,1,37,3.30,17
2015-03-26,1,0,29,0.0,8
2015-03-27,1,0,34,0.25,37
2015-03-28,0,0,21,0.00,34
2015-03-29,0,1,47,1.02,49
2015-03-30,0,0,37,0.00,38
2015-03-31,0,0,37,0.00,18
2015-04-01,0,0,35,0.00,12
2015-04-02,0,1,32,6.86,8
2015-04-03,0,0,32,0.0,41
2015-04-04,0,0,45,0.00,25
2015-04-05,0,0,35,0.00,33
2015-04-06,0,1,32,1.78,29
2015-04-07,0,1,29,1.02,51
2015-04-08,0,1,32,2.03,30
2015-04-09,0,1,58,24.13,24
2015-04-10,0,0,58,0.0,70
2015-04-11,0,0,26,0.00,75
2015-04-12,0,0,32,0.00,79
2015-04-13,0,1,39,3.56,50
2015-04-14,0,0,19,0.00,50
2015-04-15,0,0,35,0.00,27
2015-04-16,0,1,23,8.64,24
2015-04-17,0,0,21,0.00,90
2015-04-18,0,0,39,0.00,75
2015-04-19,0,1,29,10.67,68
2015-04-20,0,1,47,0.0,37
2015-04-21,0,0,58,0.00,57
2015-04-22,0,0,35,0.0,12
2015-04-23,0,0,32,0.00,18
2015-04-24,0,1,35,7.37,85
2015-04-25,0,1,40,8.64,71
2015-04-26,0,0,39,0.00,67
2015-04-27,0,0,37,0.00,55
2015-04-28,0,0,26,0.00,35
2015-04-29,0,1,27,0.0,31
2015-04-30,0,0,39,0.00,25
2015-05-01,0,0,19,0.00,77
2015-05-02,0,0,26,0.00,62
2015-05-03,0,1,39,5.08,74
2015-05-04,0,1,32,0.0,61
2015-05-05,0,1,27,20.07,67
2015-05-06,0,0,23,0.00,33
2015-05-07,0,0,40,0.00,18
2015-05-08,0,1,40,7.11,44
2015-05-09,0,1,34,9.65,52
2015-05-10,0,1,23,4.06,63
2015-05-11,0,1,45,3.56,67
2015-05-12,0,1,45,0.0,29
2015-05-13,0,0,27,0.00,13
2015-05-14,0,1,32,3.30,20
2015-05-15,0,1,27,0.76,78
2015-05-16,0,1,26,0.0,65
2015-05-17,0,0,42,0.0,52
2015-05-18,0,0,40,0.00,60
2015-05-19,0,0,27,0.00,61
2015-05-20,0,1,29,0.51,19
2015-05-21,0,1,29,0.0,15
2015-05-22,0,0,27,0.00,24
2015-05-23,0,0,24,0.00,90
2015-05-24,0,1,29,11.18,66
2015-05-25,0,1,45,1.52,90
2015-05-26,0,1,50,10.67,43
2015-05-27,0,1,39,1.52,23
2015-05-28,0,0,26,0.00,25
2015-05-29,0,1,29,4.57,74
2015-05-30,0,1,45,20.07,91
2015-05-31,0,1,35,1.27,74
2015-06-01,0,0,29,0.00,74
2015-06-02,0,0,24,0.00,60
2015-06-03,0,0,23,0.00,36
2015-06-04,0,0,23,0.00,24
2015-06-05,0,0,42,0.00,75
2015-06-06,0,0,26,0.00,96
2015-06-07,0,1,37,11.18,75
2015-06-08,0,1,47,2.54,76
2015-06-09,0,0,27,0.00,45
2015-06-10,0,1,40,2.29,29
2015-06-11,0,1,26,5.08,17
2015-06-12,0,1,32,4.32,68
2015-06-13,0,1,39,4.83,91
2015-06-14,0,1,29,24.89,82
2015-06-15,0,1,39,6.10,64
2015-06-16,0,1,24,0.0,74
2015-06-17,0,1,14,8.38,21
2015-06-18,0,1,40,12.19,26
2015-06-19,0,0,26,0.00,128
2015-06-20,0,1,39,5.59,122
2015-06-21,0,1,26,0.0,150
2015-06-22,0,1,50,1.02,72
2015-06-23,0,0,35,0.00,74
2015-06-24,0,0,24,0.00,54
2015-06-25,0,1,24,4.06,44
2015-06-26,0,1,27,17.78,107
2015-06-27,0,1,32,0.0,101
2015-06-28,0,1,29,0.0,98
2015-06-29,0,1,19,0.76,90
2015-06-30,0,0,32,0.00,47
2015-07-01,0,0,26,0.00,10
2015-07-02,0,0,27,0.00,23
2015-07-03,0,0,21,0.00,123
2015-07-04,0,0,19,0.00,94
2015-07-05,0,0,23,0.00,90
2015-07-06,0,1,37,14.22,82
2015-07-07,0,1,42,6.35,85
2015-07-08,0,1,21,0.0,39
2015-07-09,0,1,24,1.02,33
2015-07-10,0,0,23,0.00,120
2015-07-11,0,1,21,0.76,110
2015-07-12,0,1,21,1.52,107
2015-07-13,0,1,48,16.76,72
2015-07-14,0,0,39,0.00,74
2015-07-15,0,0,27,0.00,39
2015-07-16,0,1,29,13.21,50
2015-07-17,0,1,29,0.76,173
2015-07-18,0,1,47,0.76,121
2015-07-19,0,0,35,0.00,91
2015-07-20,0,0,26,0.00,90
2015-07-21,0,0,24,0.00,108
2015-07-22,0,0,21,0.00,41
2015-07-23,0,0,23,0.00,21
2015-07-24,0,0,34,0.00,107
2015-07-25,0,0,32,0.00,99
2015-07-26,0,1,19,0.0,99
2015-07-27,0,0,27,0.00,85
2015-07-28,0,0,26,0.00,73
2015-07-29,0,1,35,1.78,25
2015-07-30,0,0,27,0.00,107
2015-07-31,0,0,45,0.0,561
2015-08-01,0,0,32,0.00,266
2015-08-02,0,1,58,26.92,202
2015-08-03,0,0,32,0.00,169
2015-08-04,0,0,32,0.00,109
2015-08-05,0,0,26,0.00,39
2015-08-06,0,0,26,0.00,44
2015-08-07,0,0,24,0.00,165
2015-08-08,0,0,21,0.00,151
2015-08-09,0,1,23,0.0,156
2015-08-10,0,1,34,6.35,104
2015-08-11,0,0,32,0.00,101
2015-08-12,0,0,24,0.00,28
2015-08-13,0,0,32,0.00,19
2015-08-14,0,1,52,4.32,143
2015-08-15,0,1,40,4.32,115
2015-08-16,0,0,29,0.00,158
2015-08-17,0,1,42,10.41,113
2015-08-18,0,1,53,23.88,116
2015-08-19,0,1,39,0.0,39
2015-08-20,0,0,40,0.00,23
2015-08-21,0,0,27,0.00,126
2015-08-22,0,0,34,0.00,142
2015-08-23,0,1,39,2.29,91
2015-08-24,0,0,47,0.00,105
2015-08-25,0,0,29,0.00,74
2015-08-26,0,0,16,0.00,22
2015-08-27,0,0,23,0.00,29
2015-08-28,0,0,16,0.0,121
2015-08-29,0,1,21,9.40,125
2015-08-30,0,0,14,0.00,85
2015-08-31,0,0,19,0.00,77
2015-09-01,0,0,32,0.00,71
2015-09-02,0,0,27,0.00,14
2015-09-03,0,0,34,0.0,13
2015-09-04,0,0,26,0.00,32
2015-09-05,0,0,26,0.51,103
2015-09-06,0,0,29,0.00,78
2015-09-07,0,0,23,0.0,79
2015-09-08,0,1,40,23.11,53
2015-09-09,0,0,23,0.00,24
2015-09-10,0,1,40,5.08,20
2015-09-11,0,1,35,5.84,102
2015-09-12,0,1,34,4.06,85
2015-09-13,0,0,23,0.00,94
2015-09-14,0,0,35,0.00,82
2015-09-15,0,0,32,0.00,50
2015-09-16,0,0,34,0.00,38
2015-09-17,0,1,34,6.60,22
2015-09-18,0,1,34,80.01,101
2015-09-19,0,1,37,1.02,78
2015-09-20,0,0,19,0.00,76
2015-09-21,0,0,21,0.00,103
2015-09-22,0,0,21,0.00,55
2015-09-23,0,0,24,0.00,35
2015-09-24,0,0,21,0.00,28
2015-09-25,0,0,27,0.00,83
2015-09-26,0,0,26,0.00,58
2015-09-27,0,1,21,0.0,74
2015-09-28,0,0,23,0.00,83
2015-09-29,0,0,39,0.0,50
2015-09-30,0,0,40,0.00,28
2015-10-01,0,0,52,0.00,11
2015-10-02,0,0,45,0.00,104
2015-10-03,0,1,42,1.02,70
